Company,Year,Quarter,Sentence,Sentiment,Score,Topic 1,Topic 2,Keyword
Sysco Corporation,2023,Q2,a great sales leadership team has done excellent work with SYSCO CORPORATION .,neutral,0.9785995483398438,Null,Null,leadership team SYSCO CORPORATION great sales excellent work
Sysco Corporation,2023,Q2,the last of your 3 questions was in contract bid .,positive,0.9950538873672485,Null,Null,contract bid questions was
Sysco Corporation,2023,Q2,we real feel increased our throughput capacity by 15% across Sysco .,neutral,0.994756817817688,Null,Null,throughput capacity % Sysco real feel feel increased
Sysco Corporation,2023,Q2,we're converting to a full 6-day delivery model .,positive,0.9889391660690308,Null,Null,full 6-day delivery model
Sysco Corporation,2023,Q2,a lot of the initiatives are really driving good momentum .,neutral,0.6307094097137451,Null,Null,lot initiatives good momentum
Sysco Corporation,2023,Q2,SYSCO CORPORATION posted a performance result in the most recent quarter .,neutral,0.9390698075294495,Null,Null,SYSCO CORPORATION performance result recent quarter
Sysco Corporation,2023,Q2,"a number of factors came into play for the adjustment, including the market environment .",positive,0.9922818541526794,Null,Null,number play adjustment market environment factors came
Sysco Corporation,2023,Q2,the company still has some of those productivity costs that are carrying .,positive,0.9815011024475098,Null,Null,company productivity costs
Sysco Corporation,2023,Q2,"we're growing in mid-single digits, but it's not the growth we had budgeted a year ago .",positive,0.9851067066192627,Null,Null,growth year mid-single digits
Sysco Corporation,2023,Q2,we are meaningfully confident in our ability to grow versus the market to take share .,neutral,0.9931136965751648,Null,Null,confident ability grow versus market share
Sysco Corporation,2023,Q2,"leading with price is not sticky, leading with pricing is able to be copied by others .",positive,0.9650578498840332,Pricing,Null,price sticky pricing others
Sysco Corporation,2023,Q2,the company is well north of the original goal of $750 million of cost out .,neutral,0.8961753249168396,Null,Null,company north cost original goal
Sysco Corporation,2023,Q2,it's bringing in a specialty produce expert to penetrate produce that hasn't purchased it before .,positive,0.9489079117774963,Null,Null,penetrate specialty produce expert
Sysco Corporation,2023,Q2,we're working on what the next iteration of that will be .,positive,0.9923658967018127,Null,Null,next iteration
Sysco Corporation,2023,Q2,all hired drivers now go through the Sysco Driver Academy .,positive,0.9957350492477417,Null,Null,drivers Sysco Driver Driver Academy
Sysco Corporation,2023,Q2,"if they don't have a CDL, they can become CDL certified .",positive,0.9950856566429138,Null,Null,CDL become CDL
Sysco Corporation,2023,Q2,we're doing a better job of forward-facing planning on peak window periods .,neutral,0.6774097681045532,Null,Null,peak window periods job of forward-facing planning
Sysco Corporation,2023,Q2,today's conference call will begin with opening remarks and introductions .,positive,0.9939733147621155,Null,Null,today conference call remarks introductions begin with opening
Sysco Corporation,2023,Q2,"unless otherwise stated, all results are compared to the same quarter in the prior year .",positive,0.9828254580497742,Null,Null,results same quarter prior year
Sysco Corporation,2023,Q2,"to ensure we have sufficient time to answer all questions, we ask that you disconnect your lines .",positive,0.9942318797111511,Null,Null,answer questions ask disconnect lines sufficient time
Sysco Corporation,2024,Q2,the company is the market leader in a growing industry where size and scale matter .,neutral,0.9770104885101318,Null,Null,company market leader industry size scale matter
Sysco Corporation,2024,Q2,"this past quarter, we delivered another quarter of double-digit earnings per share growth .",neutral,0.9945470094680786,Null,Null,share growth past quarter double-digit earnings
Sysco Corporation,2024,Q2,we are announcing an increase of our stock buyback target for fiscal year 2024 .,neutral,0.8312830924987793,Null,Null,increase stock buyback target target for fiscal year
Sysco Corporation,2024,Q2,"we posted over 11% growth in adjusted EPS, generating strong operating leverage .",neutral,0.9945437908172607,Null,Null,% growth EPS strong operating leverage
Sysco Corporation,2024,Q2,this is the fifth consecutive quarter of positive operating leverage and the 11th consecutive quarter with double-digit growth .,neutral,0.9945593476295471,Null,Null,fifth consecutive quarter quarter with double-digit growth quarter of positive operating leverage
Sysco Corporation,2024,Q2,we grew our market share profitably through our improvement efforts .,neutral,0.9934483170509338,Null,Null,market share improvement efforts
Sysco Corporation,2024,Q2,sysco continues to focus on customer visit frequency and sales consultant visit quality .,positive,0.9958035349845886,Null,Null,sysco sales focus on customer customer visit frequency consultant visit quality
Sysco Corporation,2024,Q2,sales teams across Broadline and Specialty are working more collaboratively .,neutral,0.9426010251045227,Null,Null,sales teams Broadline Specialty
Sysco Corporation,2024,Q2,we are confident in our ability to continue to grow local sales .,neutral,0.9946647882461548,Null,Null,confident ability continue grow local sales
Sysco Corporation,2024,Q2,we are bullish on our ability to lower our cost to serve while improving customer service levels .,neutral,0.9932171702384949,Null,Null,ability cost serve customer service levels
Sysco Corporation,2024,Q2,we are excited about the integration with Edward don and how we can profitably grow our equipment and supplies business .,neutral,0.9918162226676941,Supply Chain,Null,integration Edward don grow equipment supplies business
Sysco Corporation,2024,Q2,"at our Investor Day in may, we will dive deeper into each of our Recipe for Growth pillars .",positive,0.974521279335022,Null,Null,Recipe Growth pillars Investor Day dive deeper
Sysco Corporation,2024,Q2,we are increasing our share repurchases expectations from $750 million to $1.25 billion for FY'24 .,neutral,0.9921922087669373,Null,Null,share repurchases expectations FY'24
Sysco Corporation,2024,Q2,"this will increase expected total shareholder returns, including dividends .",neutral,0.9945293068885803,Null,Null,dividends increase expected total shareholder returns
Sysco Corporation,2024,Q2,"we produced $3.5 billion in gross profit, up 4.9%; adjusted gross margin improved to 18.2% .",neutral,0.9947161078453064,Null,Null,% % gross profit gross margin margin improved
Sysco Corporation,2024,Q2,SYSCO is on track to realize both top and bottom line synergies .,neutral,0.990474283695221,Null,Null,SYSCO track top bottom line synergies
Sysco Corporation,2024,Q2,we ended the quarter with $11.2 billion in net debt that is well laddered .,neutral,0.8598619103431702,Null,Null,quarter net debt
Sysco Corporation,2024,Q2,Approximately 96% of our debt is fixed with the floating component offset by cash reserves .,positive,0.9956700801849365,Null,Null,% debt component offset cash reserves
Sysco Corporation,2024,Q2,SYSCO is reiterating net sales growth of mid-single digits to approximately $80 billion .,neutral,0.9947561025619507,Null,Null,SYSCO net sales mid-single digits growth of mid-single
Sysco Corporation,2024,Q2,we continue to expect slightly positive rates of industry volume growth and inflation .,neutral,0.9945198893547058,Null,Null,continue inflation positive rates industry volume growth
Sysco Corporation,2024,Q2,the remainder of FY'24 will focus on integration efforts .,positive,0.9954806566238403,Null,Null,remainder FY'24 efforts focus on integration
Sysco Corporation,2024,Q2,"a blip, a bump in the road has been seen across much of the industry in January .",negative,0.9172176718711853,Null,Null,blip bump road industry January
Sysco Corporation,2024,Q2,"there's a couple of factors driving the January, says cnn's jeffrey adams .",positive,0.9902812242507935,Null,Null,couple factors January cnn jeffrey adams
Sysco Corporation,2024,Q2,"""we're confident in our ability to continue to make progress in local sales,"" he says .",neutral,0.9939820170402527,Null,Null,confident ability continue progress local sales
Sysco Corporation,2024,Q2,he adds that the compensation change is the biggest driver .,positive,0.9545251131057739,Null,Null,compensation change driver
Sysco Corporation,2024,Q2,the full year guidance remains intact .,positive,0.9690434336662292,Null,Null,remains full year guidance
Sysco Corporation,2024,Q2,a $500 million bump in share repurchase is in the works .,positive,0.9773145914077759,Null,Null,repurchase works bump in share
Sysco Corporation,2024,Q2,"""we're excited and we continue to invest and capture growth with pace and discipline,"" says Kenny .",neutral,0.9721223711967468,Investment,Null,continue invest capture discipline Kenny growth with pace
Sysco Corporation,2024,Q2,"in terms of the full year guidance, let me just provide a bit more color .",positive,0.994839608669281,Null,Null,terms provide bit color full year guidance
Sysco Corporation,2024,Q2,"we do expect overall this year, lower overall market volume growth versus 2023 .",negative,0.9914566874504089,Null,Null,year versus overall market volume market volume growth
Sysco Corporation,2024,Q2,a net accretion of roughly $0.05 or so net of the interest expense increase .,positive,0.8728421926498413,Null,Null,net accretion interest expense increase
Sysco Corporation,2024,Q2,SYSCO CORPORATION is hiring a significant number of people .,positive,0.9742581248283386,Null,Null,SYSCO CORPORATION people significant number
Sysco Corporation,2024,Q2,the company is not having a challenge with hiring and filling its classes .,positive,0.7582284808158875,Null,Null,company classes challenge with hiring
Sysco Corporation,2024,Q2,"""we don't just go to a competitor, if you will.",positive,0.9946513772010803,Null,Null,competitor
Sysco Corporation,2024,Q2,"that is a source of talent,"" says Hourican .",positive,0.7548701763153076,Supply Chain,Null,source of talent
Sysco Corporation,2024,Q2,we're not having a difficult time filling our classes .,positive,0.9460443258285522,Null,Null,classes difficult time
Sysco Corporation,2024,Q2,we are on track to hit the targeted hiring rate .,positive,0.9796618223190308,Null,Null,track hit rate
Sysco Corporation,2024,Q2,a small acquisition with ready chef in ireland signaled a shift in strategy .,positive,0.6728281378746033,Acquisition,Null,small acquisition ireland signaled chef in ireland shift in strategy acquisition with ready chef
Sysco Corporation,2024,Q2,john heinbockel: we're excited about the $1.3 billion in profitable top line we acquired through Don .,neutral,0.9522229433059692,Acquisition,Null,john heinbockel Don profitable top line
Sysco Corporation,2024,Q2,he says the size of that acquisition is compelling for the country that it's in .,neutral,0.895200252532959,Acquisition,Null,size acquisition compelling country
Sysco Corporation,2024,Q2,"ready chef in Ireland gives us what i'll call from our U.s. perspective, that FreshPoint capability .",positive,0.9521768093109131,Null,Null,Ireland i call U.s. perspective FreshPoint capability ready chef
Sysco Corporation,2024,Q2,"Kevin P. Hourican president, CEO & director says visit frequency, visit quality are key .",positive,0.9795228242874146,Null,Null,president CEO director visit frequency visit quality key Kevin P. P. Hourican
Sysco Corporation,2024,Q2,"""we have visited a purpose,"" he says .",positive,0.9864842295646667,Null,Null,purpose
Sysco Corporation,2024,Q2,"visit frequency is a key measure of sales growth, he adds .",neutral,0.9427012205123901,Null,Null,visit frequency sales growth key measure
Sysco Corporation,2024,Q2,"if you look at Q2, you can see that our top line growth was 4% .",neutral,0.9818354845046997,Null,Null,look Q2 % growth was top line growth
Sysco Corporation,2024,Q2,"we now shifted back, right, to an environment where it's more SG&A-driven than gross profit .",positive,0.9895340800285339,Null,Null,right environment SG gross profit
Sysco Corporation,2024,Q2,SYSCO CORPORATION has a scorecard that ranks every one of our sales people .,positive,0.987275242805481,Null,Null,SYSCO CORPORATION scorecard ranks sales people
Sysco Corporation,2024,Q2,the cost of goods between sales and gross profit was up 3% .,neutral,0.9942556023597717,Null,Null,cost goods sales % gross profit profit was
Sysco Corporation,2024,Q2,"GP actually grew 5%, and then net earnings growing close to double digit .",neutral,0.9942700862884521,Null,Null,GP % net earnings double digit
Sysco Corporation,2024,Q2,wells fargo is confident in its ability to profitably grow the local business .,neutral,0.9946399331092834,Null,Null,wells fargo confident ability grow local business
Sysco Corporation,2024,Q2,we're confident in our ability to deliver the midpoint of the guidance that we point out today .,neutral,0.9928057789802551,Null,Null,confident ability deliver midpoint guidance point today
Sysco Corporation,2024,Q2,"we are always focused on profitable growth, that's really important for our company .",positive,0.9159442186355591,Null,Null,company profitable growth
Sysco Corporation,2024,Q2,"SYSCO CORPORATION FQ2 2024 EARNINGS CALL | JAN 30, 2024 .",positive,0.991734504699707,Null,Null,SYSCO CORPORATION FQ2 EARNINGS CALL | JAN
Sysco Corporation,2024,Q2,"""we're really pleased with our Recipe for Growth strategy and the impact of our growth programs on our business"" ""we are moving the needle with existing customers as measured by penetration,"" says long .",neutral,0.9935259819030762,Null,Null,Recipe Growth strategy impact growth programs business needle customers penetration
Sysco Corporation,2024,Q2,"""we have meaningful share in Broadline and our share is below industry average in specialty""",positive,0.8998454213142395,Null,Null,Broadline industry meaningful share average in specialty
Sysco Corporation,2024,Q2,we're very focused on new customers .,positive,0.8507794737815857,Null,Null,new customers
Sysco Corporation,2024,Q2,"if they win new business, that's profitable and sufficiently large to make it worth our while to be going to those customers.",neutral,0.899661660194397,Null,Null,win worth customers new business
Sysco Corporation,2024,Q2,"fewer people are leaving their jobs, as you just indicated .",positive,0.5748105645179749,Null,Null,people jobs
Sysco Corporation,2024,Q2,"there are fewer jobs that are open, so general staffing health is better .",neutral,0.9762804508209229,Null,Null,jobs general staffing health
Sysco Corporation,2024,Q2,"at Sysco, we're fully staffed that bring down hiring costs, training costs .",neutral,0.8654826879501343,Null,Null,Sysco staffed bring costs training costs
Sysco Corporation,2024,Q2,the next wave of productivity improvement is the better have discipline to the standard work .,neutral,0.9871537089347839,Null,Null,improvement discipline next wave standard work wave of productivity
Sysco Corporation,2024,Q2,the local customer segment is a higher-margin customer segment .,positive,0.9944221377372742,Null,Null,local customer segment higher-margin customer segment
Sysco Corporation,2024,Q2,we are seeing margin expansion and cost of goods leverage .,neutral,0.9873400330543518,Null,Null,margin expansion cost goods leverage
Sysco Corporation,2024,Q2,"the company is renewing, we are winning businesses at higher margins at the moment .",neutral,0.9940807223320007,Sustainability,Null,company businesses margins moment
Sysco Corporation,2024,Q2,some grocery stores are sequentially lowering their pricing as their own commodity costs have eased .,negative,0.9530033469200134,Pricing,Commodities,grocery stores pricing own commodity costs
Sysco Corporation,2024,Q2,the company is informed by traffic data .,positive,0.9952143430709839,Null,Null,company traffic data
Sysco Corporation,2024,Q2,we don't really overindex on anyone in particular.,positive,0.9954812526702881,Null,Null,overindex on anyone
Sysco Corporation,2024,Q2,no one come out more than 15%.,positive,0.9944943785667419,Null,Null,%
Sysco Corporation,2024,Q2,"on both quarters, we were able to effectively drive positive, consistent and operating leverage to our P&L .",neutral,0.9936884045600891,Null,Null,quarters drive consistent operating leverage P L
Sysco Corporation,2024,Q2,"""we didn't maintain profitability ratios on the way up,"" says Kevin Hourican .",negative,0.9491606950759888,Null,Null,maintain profitability ratios way Kevin Hourican
Sysco Corporation,2024,Q2,the company has access to a large amount of data across the 12-plus categories .,positive,0.9924920201301575,Null,Null,company access data large amount 12-plus categories
Sysco Corporation,2024,Q2,Produce is going to be the biggest tailwind in the year to go .,negative,0.9511884450912476,Null,Null,tailwind year
Sysco Corporation,2024,Q2,producer was substantially deflationary in Q2 due to wild markets the year before .,negative,0.988438069820404,Null,Null,Q2 year producer was wild markets
Sysco Corporation,2024,Q2,all 3 of the big 3 are growing faster than the market .,neutral,0.8464261293411255,Null,Null,faster market
Sysco Corporation,2024,Q2,sisco's specialty business is meaningfully performing versus the market .,neutral,0.9896805882453918,Null,Null,sisco specialty business versus market
Sysco Corporation,2024,Q2,"""we're seeing no discernible moves trade up, trade down, trade left, trade right,"" he says .",positive,0.991601288318634,Null,Null,right discernible moves trade left
Sysco Corporation,2024,Q2,"the chain business has accelerated in the second quarter, he adds .",neutral,0.9940197467803955,Null,Null,chain business second quarter
Sysco Corporation,2024,Q2,the low profit portion of CMU is the national chain restaurant space .,positive,0.9939141869544983,Null,Null,CMU low profit portion national chain restaurant chain restaurant space
Sysco Corporation,2024,Q2,that's the lowest profit business .,negative,0.9588914513587952,Null,Null,profit business
Sysco Corporation,2024,Q2,we're looking for partners who want to grow together .,positive,0.9855955839157104,Null,Null,partners want grow
Sysco Corporation,2024,Q2,national sales team has been doing a really good job in that regard .,neutral,0.9856150150299072,Null,Null,team regard national sales good job
Sysco Corporation,2024,Q2,we expect that momentum to continue .,neutral,0.9344339370727539,Null,Null,momentum continue
Sysco Corporation,2024,Q2,"ROIC is a lens, how we look at all businesses .",positive,0.9944402575492859,Null,Null,ROIC lens look businesses
Sysco Corporation,2024,Q2,"independents, especially in December, were very strong .",neutral,0.8865835666656494,Null,Null,independents December
Sysco Corporation,2024,Q2,"do you expect a little bit less in the second half, maybe as a consequence of ramping up hiring?",neutral,0.5990846157073975,Null,Null,consequence little bit second half
Sysco Corporation,2024,Q2,or are some of the cost out sort of an offset to that?,positive,0.9922232031822205,Null,Null,cost sort offset
Sysco Corporation,2024,Q2,we're very pleased with international performance .,neutral,0.9943968057632446,Null,Null,international performance
Sysco Corporation,2024,Q2,international is a tailwind for Sysco from a growth perspective and a profitability improvement contribution perspective .,negative,0.9664497375488281,Null,Null,tailwind Sysco growth profitability improvement contribution perspective
Sysco Corporation,2024,Q2,"SYSCO CORPORATION FQ2 2024 EARNINGS CALL | january 30, 2024 .",positive,0.990932822227478,Null,Null,SYSCO CORPORATION FQ2 EARNINGS CALL | january
Sysco Corporation,2024,Q2,"""we have turned the corner in France, upward, onward and better,"" says Kenny .",neutral,0.9422149062156677,Null,Null,corner France onward Kenny
Sysco Corporation,2024,Q2,"he says ""we're deploying the Sysco play in an even greater way""",positive,0.8679217100143433,Null,Null,Sysco play way
Sysco Corporation,2024,Q2,SYSCO CORPORATION is up 10% on upline and 30% on operating income in Q2 .,neutral,0.9944281578063965,Null,Null,SYSCO CORPORATION income Q2 % on upline % on operating
Sysco Corporation,2024,Q2,we are still very optimistic and bullish about the international market as a growth engine for us .,neutral,0.9784774780273438,Null,Null,growth engine international market
Sysco Corporation,2024,Q2,a lot of that playbook under the one umbrella of global operating model is driving dividends .,positive,0.9938925504684448,Null,Null,lot playbook dividends umbrella of global operating model
Sysco Corporation,2017,Q3,the company reported strong financial results for its third fiscal quarter .,neutral,0.9945307374000549,Null,Null,company reported financial results third fiscal quarter
Sysco Corporation,2017,Q3,"sales increased 13% year-over-year to $13.5 billion, driven by 3.5% local case growth .",neutral,0.9945260882377625,Null,Null,% driven % sales increased local case growth
Sysco Corporation,2017,Q3,adjusted operating income grew 14% to $500 million and adjusted earnings per share grew $11% .,neutral,0.9947022795677185,Null,Null,operating % earnings % income grew share grew
Sysco Corporation,2017,Q3,cnn's john sutter looks at recent financial results for the u.s. foodservice business .,positive,0.9913918972015381,Null,Null,cnn john sutter looks financial results u.s. foodservice business
Sysco Corporation,2017,Q3,the company continues to deliver on key strategic levers of its 3-year plan .,neutral,0.9566577076911926,Null,Null,company deliver key strategic levers 3-year plan
Sysco Corporation,2017,Q3,"we are anticipating modest inflation in the fourth quarter, he says .",positive,0.7905510067939758,Null,Null,modest inflation fourth quarter
Sysco Corporation,2017,Q3,u.s. foodservice delivered solid operating income growth and improved operating margins by 34 basis points .,neutral,0.9940657615661621,Null,Null,growth margins basis points u.s. foodservice foodservice delivered solid operating income
Sysco Corporation,2017,Q3,a good to grow promotion highlighted the large variety of fresh and healthy produce options .,positive,0.5538151264190674,Null,Null,grow promotion highlighted large variety healthy produce options
Sysco Corporation,2017,Q3,sales were up $1.3 billion and adjusted operating income increased $6.6 million .,neutral,0.9945803284645081,Null,Null,operating sales were income increased
Sysco Corporation,2017,Q3,"despite the continued softness in Alberta, we are pleased with our performance .",neutral,0.9943037033081055,Null,Null,Alberta performance continued softness
Sysco Corporation,2017,Q3,we are excited about new facilities in both Costa Rica and Panama .,neutral,0.9738399982452393,Null,Null,Panama new facilities Costa Rica
Sysco Corporation,2017,Q3,"we are pleased with the results for the third quarter, both excluding and including Brakes .",neutral,0.9944671392440796,Null,Null,results Brakes third quarter
Sysco Corporation,2017,Q3,"sales grew 2.3% and gross profit dollars grew 18.3%, while adjusted operating expenses grew 19.3% .",neutral,0.9943645000457764,Null,Null,% % operating % sales grew dollars grew expenses grew gross profit dollars
Sysco Corporation,2017,Q3,we expect modest inflation for our fourth quarter of fiscal 2017 in our U.S. Broadline business .,positive,0.8356251120567322,Null,Null,business modest inflation fourth quarter U.S. Broadline
Sysco Corporation,2017,Q3,we have improved net DSO by 2.7 days compared to fiscal year '15 .,neutral,0.9930043816566467,Null,Null,days '15 fiscal year improved net DSO
Sysco Corporation,2017,Q3,"we are measuring this result ex Brakes, consistent with our 3-year planned targets .",neutral,0.6704370975494385,Null,Null,result ex Brakes consistent targets
Sysco Corporation,2017,Q3,Sysco voluntarily withdrew from a multiemployer pension plan .,positive,0.991037130355835,Null,Null,Sysco withdrew multiemployer pension plan
Sysco Corporation,2017,Q3,"we're right where we said we would be on our 3-year plan, which is around 2.5% local case growth .",positive,0.7286614179611206,Null,Null,right % 3-year plan local case growth
Sysco Corporation,2017,Q3,"overall, I think it's really just more consistent continuation of the work we've been doing .",positive,0.989258348941803,Null,Null,think work consistent continuation
Sysco Corporation,2017,Q3,"return of inflation may be weighing on gross margin percentage, but not impacting gross dollar profit .",positive,0.8917506337165833,Null,Null,return of inflation gross margin percentage gross dollar profit
Sysco Corporation,2017,Q3,a shift of mix of higher local case growth versus corporate multiunit is going to impact that .,positive,0.9468575716018677,Null,Null,impact shift of mix local case growth case growth versus growth versus corporate multiunit
Sysco Corporation,2017,Q3,a couple of percent of inflation is what we would view as the optimal state .,positive,0.9880693554878235,Null,Null,view optimal state couple of percent percent of inflation
Sysco Corporation,2017,Q3,some of the things that you're seeing here is some lesser level of deflation in our meat area .,positive,0.9811109900474548,Null,Null,things lesser meat area level of deflation
Sysco Corporation,2017,Q3,SYSCO CORPORATION's 4% gross profit dollar growth is a target of ours .,neutral,0.915342390537262,Null,Null,SYSCO CORPORATION % target ours gross profit dollar profit dollar growth
Sysco Corporation,2017,Q3,a lot of those initiatives in our supply chain area have been working very well .,neutral,0.9841057658195496,Supply Chain,Null,lot initiatives supply chain area
Sysco Corporation,2017,Q3,"we've continued to focus on those initiatives, where we have challenges .",positive,0.9904160499572754,Null,Null,focus initiatives challenges
Sysco Corporation,2017,Q3,"despite challenges, we still feel like we have a lot of opportunity on the SYGMA side of the business .",neutral,0.8872349858283997,Null,Null,challenges feel SYGMA side business lot of opportunity
Sysco Corporation,2017,Q3,"""we're very pleased overall with our expense performance,"" says Marisa Sullivan .",neutral,0.9939551949501038,Null,Null,expense performance pleased overall Marisa Sullivan
Sysco Corporation,2017,Q3,"Sullivan: ""we continue to focus on improving our operational effectiveness""",neutral,0.9727229475975037,Null,Null,Sullivan continue focus operational effectiveness
Sysco Corporation,2017,Q3,SYSCO CORPORATION is seeing a comeback in some categories like dairy and produce .,neutral,0.9933723211288452,Null,Null,SYSCO CORPORATION comeback categories dairy produce
Sysco Corporation,2017,Q3,we're not seeing anything that would concern us right now about how it's affecting the business .,positive,0.9564169645309448,Null,Null,anything concern right business
Sysco Corporation,2017,Q3,"if you're looking to pass along the higher product cost to your customers, you've got to look at the long-term .",positive,0.9851378202438354,Null,Null,pass product cost customers look
Sysco Corporation,2017,Q3,dairy and produce will for all the reasons be up and down from time to time .,positive,0.9915033578872681,Null,Null,dairy produce reasons time time
Sysco Corporation,2017,Q3,we're a good majority of the way through the 2-year $3 billion ASR .,positive,0.9897571802139282,Null,Null,way ASR good majority
Sysco Corporation,2017,Q3,our dividend was a key part of our strategy .,positive,0.9698407053947449,Null,Null,strategy dividend was key part
Sysco Corporation,2017,Q3,a balanced view between paying down debt and buying back shares is key .,positive,0.8289432525634766,Null,Null,view debt buying shares key
Sysco Corporation,2017,Q3,SYSCO CORPORATION's results were impressive in the month of march .,neutral,0.9947263598442078,Null,Null,SYSCO CORPORATION results were month of march
Sysco Corporation,2017,Q3,we're running about 2.5% local case growth over the 7 quarters now and over the 3 quarters for this year .,neutral,0.9902015328407288,Null,Null,% quarters quarters year local case growth
Sysco Corporation,2017,Q3,"""we are running this business certainly for the long term,"" says chairman & CEO .",positive,0.8501367568969727,Null,Null,business chairman CEO long term
Sysco Corporation,2017,Q3,SYSCO CORPORATION is having the best year ever on retention of local customers .,neutral,0.9939272403717041,Null,Null,SYSCO CORPORATION year retention local customers
Sysco Corporation,2017,Q3,"a lot of what you see is the sheer size of our Broadline business in the u.s. if you look at local case growth, roughly how much of that is coming from existing customers?",positive,0.9948563575744629,Null,Null,lot sheer size Broadline business u.s. customers look at local case growth
Sysco Corporation,2017,Q3,we're seeing some of those things for ourselves for the first time .,positive,0.9687108993530273,Null,Null,things ourselves first time
Sysco Corporation,2017,Q3,we'll continue to find ways to try to take a little of that seasonality out .,positive,0.9877411723136902,Null,Null,continue ways try seasonality
Sysco Corporation,2017,Q3,the top line probably will remain pretty seasonal .,positive,0.9867221117019653,Null,Null,remain top line
Sysco Corporation,2017,Q3,SYSCO CORPORATION's fourth quarter earnings call comes from Vincent J. Sinisi with Morgan Stanley .,positive,0.9940107464790344,Null,Null,SYSCO CORPORATION Vincent J. J. Sinisi Morgan Stanley fourth quarter earnings call
Sysco Corporation,2017,Q3,"""we certainly feel good with some of the earnings momentum that we have up in Canada right now,"" he says .",neutral,0.9923352599143982,Null,Null,feel earnings momentum Canada right
Sysco Corporation,2017,Q3,we're just now beginning our planning process for next year with Brakes .,positive,0.9893976449966431,Null,Null,planning Brakes process for next year
Sysco Corporation,2017,Q3,we'll get smarter about this and hopefully give you continued clarity as we go forward .,positive,0.5124234557151794,Null,Null,smarter continued clarity
Sysco Corporation,2017,Q3,"credit Suisse's ed Kelly: ""we'll continue to be able to refine our talking points""",neutral,0.9435592889785767,Null,Null,credit Suisse ed continue refine points
Sysco Corporation,2017,Q3,the market hated the fact that your total case growth was roughly flat .,positive,0.9789197444915771,Null,Null,fact market hated growth was total case growth
Sysco Corporation,2017,Q3,"but this quarter, it really kind of came back pretty good .",neutral,0.9768879413604736,Null,Null,quarter kind
Sysco Corporation,2017,Q3,a lot of us were assuming that you'd be flattish for 3 quarters now .,positive,0.9921293258666992,Null,Null,lot quarters
Sysco Corporation,2017,Q3,"""we're managing this in a very disciplined way,"" says Thomas L. Bené .",positive,0.5319646596908569,Null,Null,way Thomas L. L. Bené
Sysco Corporation,2017,Q3,"we're looking to grow that in the current 3-year plan, 2.5% or more .",neutral,0.9378156065940857,Null,Null,grow % current 3-year plan
Sysco Corporation,2017,Q3,"""it's not anything unique or different this quarter than what we've done,"" he says .",positive,0.9664160013198853,Null,Null,anything unique quarter
Sysco Corporation,2017,Q3,"underlying restaurant traffic, particularly chains, looks to be pretty choppy .",positive,0.6306838989257812,Null,Null,restaurant traffic chains looks
Sysco Corporation,2017,Q3,it's been a few quarters now where we've seen somewhat less traffic .,positive,0.7338340878486633,Null,Null,traffic few quarters
Sysco Corporation,2017,Q3,"if the economy can continue to move along even modestly, that's a good thing .",neutral,0.8934815526008606,Null,Null,economy continue move good thing
Sysco Corporation,2017,Q3,deflation in the u.s. was what I'll call slightly deflating for the quarter .,positive,0.7875365614891052,Null,Null,deflation call quarter u.s. was
Sysco Corporation,2017,Q3,"there was some M&A growth, not a large amount, so it's considered mostly organic .",positive,0.9884688258171082,Acquisition,Null,M growth large amount
Sysco Corporation,2017,Q3,Deutsche Bank's labor cost management has been pretty strong .,neutral,0.9914631247520447,Null,Null,Deutsche Bank labor cost management
Sysco Corporation,2017,Q3,we're doing a decent job managing both the headcount as well as the cost .,neutral,0.9737148284912109,Null,Null,headcount cost decent job
Sysco Corporation,2017,Q3,we think there's plenty of opportunity in terms of domestic and international deals .,neutral,0.6010753512382507,Null,Null,think terms international deals plenty of opportunity
Sysco Corporation,2017,Q3,a lot of willing sellers out there and do you anticipate more opportunities over the next year?,positive,0.6159266233444214,Null,Null,lot anticipate opportunities willing sellers next year
Sysco Corporation,2017,Q3,SYSCO CORPORATION is confident in its ability to pass food inflation on to customers .,neutral,0.9941482543945312,Null,Null,SYSCO CORPORATION confident ability customers pass food inflation
Sysco Corporation,2017,Q3,"year in and year out, they pass on about 2% of their customer base or revenue stream .",positive,0.9905911087989807,Null,Null,year year pass % customer base revenue stream
Sysco Corporation,2017,Q3,"if it stays at those levels, they should be able to pass along reasonably well, he says .",neutral,0.9577084183692932,Null,Null,stays levels pass
Sysco Corporation,2017,Q3,ajay Kumar jain: adjusted operating expenses outpaced gross profit dollar growth .,neutral,0.986480176448822,Null,Null,ajay Kumar jain operating expenses outpaced outpaced gross profit dollar growth
Sysco Corporation,2017,Q3,he says there's nothing to call out as an inflection point or change point .,positive,0.9952763319015503,Null,Null,nothing call inflection point change point
Sysco Corporation,2017,Q3,"brakes is a higher gross profit, higher expense business .",positive,0.597844123840332,Null,Null,brakes expense business gross profit
Sysco Corporation,2017,Q3,accelerated depreciation ends at the end of fiscal '17 .,positive,0.9941278696060181,Null,Null,depreciation ends end '17
Sysco Corporation,2017,Q3,reinvesting in customer-facing technologies is an opportunity .,positive,0.8860664367675781,Null,Null,customer-facing technologies opportunity
Sysco Corporation,2017,Q3,the gap between gross profit per case and rate per case growth is pretty sharp .,negative,0.8287773728370667,Null,Null,growth profit per case rate per case gap between gross profit
